,PR-AUC,ROC-AUC,Max F1,Max F1 Precision,Max F1 Recall,runtime,status,model,subsample,preprocessor,postprocessor,seed,lr,anom_fraction,dataset
34,0.8332667132662421,0.9956101252115059,0.8075624577987845,0.8180574555403557,0.7973333333333333,6.813514471054077,Completed,DAE,50000,minmax,none,,0.02,0.015,covertype
35,0.18018767695881407,0.8686927512690354,0.29745808545159547,0.2502274795268426,0.36666666666666664,4.332984924316406,Completed,HST,50000,minmax,none,,,0.015,covertype
36,0.7663797110704731,0.9933752419627749,0.7353689567430026,0.7031630170316302,0.7706666666666667,7.167081832885742,Completed,PW-AE,50000,minmax,none,,0.1,0.015,covertype
37,0.8139538287197612,0.9912789712351946,0.7513736263736263,0.7747875354107648,0.7293333333333333,6.7208287715911865,Completed,DAE,50000,minmax,none,,0.02,0.015,covertype
38,0.813018900848625,0.9882743553299493,0.7705922396187882,0.7872044506258693,0.7546666666666667,4.496747255325317,Completed,HST,50000,minmax,none,,,0.015,covertype
39,0.904831880212889,0.9968543891708969,0.8592794017675052,0.8765603328710125,0.8426666666666667,7.167293548583984,Completed,PW-AE,50000,minmax,none,,0.1,0.015,covertype
40,0.8988475740535401,0.9949977123519459,0.8401888064733648,0.849931787175989,0.8306666666666667,6.673950433731079,Completed,DAE,50000,minmax,none,,0.02,0.015,covertype
41,0.3359856365765651,0.9455726429780034,0.40772750381291306,0.3294987674609696,0.5346666666666666,4.315936088562012,Completed,HST,50000,minmax,none,,,0.015,covertype
42,0.9134591193819814,0.997333143824027,0.8714090287277703,0.8946629213483146,0.8493333333333334,7.224181413650513,Completed,PW-AE,50000,minmax,none,,0.1,0.015,covertype
43,0.9108185654112272,0.996195654822335,0.8701986754966888,0.8644736842105263,0.876,6.572120189666748,Completed,DAE,50000,minmax,none,,0.02,0.015,covertype
44,0.4104663005169044,0.9535529610829104,0.4643095396931288,0.46461949265687585,0.464,4.33096981048584,Completed,HST,50000,minmax,none,,,0.015,covertype
45,0.9490097335741725,0.9973394693877551,0.8935516888433981,0.9150943396226415,0.873,7.52982234954834,Completed,PW-AE,50000,minmax,none,,0.1,0.02,covertype
46,0.9464807459236115,0.9972571632653061,0.8951255539143279,0.8816682832201745,0.909,6.654030799865723,Completed,DAE,50000,minmax,none,,0.02,0.02,covertype
47,0.6828048592811422,0.9872252244897959,0.6875905359729598,0.6647992530345471,0.712,4.269662141799927,Completed,HST,50000,minmax,none,,,0.02,covertype
48,0.8921601902272562,0.9960398163265305,0.8545269582909462,0.8695652173913043,0.84,7.154338359832764,Completed,PW-AE,50000,minmax,none,,0.1,0.02,covertype
49,0.8394864771805173,0.9914921836734694,0.7608267716535434,0.749031007751938,0.773,6.577155351638794,Completed,DAE,50000,minmax,none,,0.02,0.02,covertype
50,0.7506820120842084,0.9848715714285714,0.7401725790987536,0.7108655616942909,0.772,4.282646417617798,Completed,HST,50000,minmax,none,,,0.02,covertype
51,0.7648565184733263,0.9924619591836735,0.7516462841015993,0.7095914742451155,0.799,7.240514516830444,Completed,PW-AE,50000,minmax,none,,0.1,0.02,covertype
52,0.9305471744028623,0.9958172040816328,0.8754448398576511,0.890382626680455,0.861,6.636343479156494,Completed,DAE,50000,minmax,none,,0.02,0.02,covertype
53,0.5510931314766877,0.981028306122449,0.5764119601328904,0.4928977272727273,0.694,4.246967077255249,Completed,HST,50000,minmax,none,,,0.02,covertype
54,0.6579179392643917,0.987906387755102,0.6079105760963027,0.5331825037707391,0.707,7.105240345001221,Completed,PW-AE,50000,minmax,none,,0.1,0.02,covertype
55,0.7968264307431834,0.9924289591836735,0.777723497801661,0.7602674307545367,0.796,6.628635406494141,Completed,DAE,50000,minmax,none,,0.02,0.02,covertype
56,0.3561245234718638,0.9328802448979592,0.4218916046758768,0.4501133786848073,0.397,4.244838714599609,Completed,HST,50000,minmax,none,,,0.02,covertype
57,0.832672947345356,0.9950943877551021,0.7808687164470475,0.7626310772163966,0.8,7.138848066329956,Completed,PW-AE,50000,minmax,none,,0.1,0.02,covertype
58,0.9100548912818165,0.9965690408163266,0.8575697211155378,0.8541666666666666,0.861,6.561777830123901,Completed,DAE,50000,minmax,none,,0.02,0.02,covertype
59,0.5109177399149704,0.9638508469387754,0.5267712276906436,0.5736160188457008,0.487,4.271586894989014,Completed,HST,50000,minmax,none,,,0.02,covertype
60,0.7906168583458684,0.9908057764102566,0.7633705271258177,0.7353595255744997,0.7936,7.151578903198242,Completed,PW-AE,50000,minmax,none,,0.1,0.025,covertype
61,0.8608709713044882,0.9904742071794873,0.7873227689741451,0.8222996515679443,0.7552,6.569873332977295,Completed,DAE,50000,minmax,none,,0.02,0.025,covertype
62,0.72811798801871,0.9739464615384615,0.7020920502092051,0.7359649122807017,0.6712,4.206456184387207,Completed,HST,50000,minmax,none,,,0.025,covertype
63,0.9503185739398611,0.9982178133333333,0.9019926799511996,0.9172870140612076,0.8872,7.119447946548462,Completed,PW-AE,50000,minmax,none,,0.1,0.025,covertype
64,0.949561341908402,0.9963912205128205,0.9057071960297768,0.9375,0.876,6.5565385818481445,Completed,DAE,50000,minmax,none,,0.02,0.025,covertype
65,0.23188849445097937,0.937305961025641,0.33672806067172273,0.23090638930163448,0.6216,4.285665273666382,Completed,HST,50000,minmax,none,,,0.025,covertype
66,0.9487812742665864,0.9978371446153846,0.9008064516129032,0.908130081300813,0.8936,7.149916172027588,Completed,PW-AE,50000,minmax,none,,0.1,0.025,covertype
67,0.882820707202408,0.9928693661538462,0.8300813008130081,0.843801652892562,0.8168,6.667177677154541,Completed,DAE,50000,minmax,none,,0.02,0.025,covertype
68,0.13399564293309982,0.8796371199999999,0.22973996465539004,0.16783474732571008,0.364,4.297804117202759,Completed,HST,50000,minmax,none,,,0.025,covertype
69,0.8424669337925684,0.9928891733333334,0.7845161290322582,0.8483720930232558,0.7296,7.088443040847778,Completed,PW-AE,50000,minmax,none,,0.1,0.025,covertype
70,0.6680119487978216,0.9852792943589743,0.6841107318923018,0.6503244412400865,0.7216,6.557630300521851,Completed,DAE,50000,minmax,none,,0.02,0.025,covertype
71,0.34076568562300386,0.9431671548717948,0.4748923959827833,0.4304291287386216,0.5296,4.328516006469727,Completed,HST,50000,minmax,none,,,0.025,covertype
72,0.9078179515809506,0.9965087835897436,0.8576923076923079,0.825925925925926,0.892,7.1099419593811035,Completed,PW-AE,50000,minmax,none,,0.1,0.025,covertype
73,0.7482853883628092,0.98518016,0.6954135633085063,0.681783243658724,0.7096,6.623932600021362,Completed,DAE,50000,minmax,none,,0.02,0.025,covertype
74,0.5597275277083706,0.9719767302564102,0.5567226890756302,0.4950186799501868,0.636,4.282252073287964,Completed,HST,50000,minmax,none,,,0.025,covertype
75,0.884744463779979,0.994792384879725,0.8284942606347062,0.8392612859097127,0.818,7.2114622592926025,Completed,PW-AE,50000,minmax,none,,0.1,0.030000000000000002,covertype
76,0.8290191100820489,0.9884871615120274,0.7510659232535257,0.7391865719819238,0.7633333333333333,6.626662015914917,Completed,DAE,50000,minmax,none,,0.02,0.030000000000000002,covertype
77,0.5867807199107652,0.9622026116838486,0.6014545454545454,0.6616,0.5513333333333333,4.309536695480347,Completed,HST,50000,minmax,none,,,0.030000000000000002,covertype
78,0.9003547995488579,0.9951067903780069,0.8386216308427158,0.8588399720475192,0.8193333333333334,7.1313982009887695,Completed,PW-AE,50000,minmax,none,,0.1,0.030000000000000002,covertype
